"Date","Open","High","Low","Close","VWAP","Volume","% Chg","$ Chg","Trade Val","# Trades"
"2025-01-03","582.43","587.45","581.34","586.81","585.26","37,888,459","1.25%","7.25","22,360,073,604","427,208"
"2025-01-02","584.27","586.00","575.46","579.56","579.97","50,203,975","-0.25%","-1.4275","10,922,137,421","603,694"
"2024-12-31","584.78","585.51","579.34","580.99","581.52","57,052,654","-0.36%","-2.1214","15,025,134,218","479,911"
"2024-12-30","582.78","586.60","579.33","583.11","583.21","56,578,757","-1.14%","-6.73","33,316,618,366","501,200"
"2024-12-27","592.35","592.58","585.63","589.84","588.96","64,969,310","-1.05%","-6.28","38,620,628,412","497,312"
"2024-12-26","594.29","597.25","592.89","596.12","595.82","41,338,891","0.01%","0.039653","24,848,463,385","305,997"
"2024-12-24","590.88","596.12","590.30","596.08","594.30","33,160,097","1.11%","6.55","19,871,215,871","235,907"
"2024-12-23","585.76","590.13","582.56","589.52","587.83","57,635,828","0.60%","3.5093","34,165,998,533","450,842"
"2024-12-20","576.72","590.58","575.86","586.02","585.34","125,716,674","1.20%","6.95","74,049,270,647","772,181"
"2024-12-19","584.26","585.88","578.81","579.06","231.28","85,919,452","-0.03%","-0.177837","50,529,559,670","701,920"
"2024-12-18","596.73","599.12","578.85","579.24","586.94","108,248,729","-2.98%","-17.79","45,959,342,807","772,879"
