Date,Open,High,Low,Close,VWAP,Volume,Return,$ Chg,Trade Val,# Trades,
2019-02-05,--,--,--,17.05,--,--,0.95%,0.159617,--,--,
2019-02-04,--,--,--,16.89,--,--,1.18%,0.197174,--,--,
2019-02-01,--,--,--,16.69,--,--,-0.45%,-0.075114,--,--,
2019-01-31,--,--,--,16.77,--,--,1.36%,0.225341,--,--,
2019-01-30,--,--,--,16.54,--,--,2.50%,0.403737,--,--,
2019-01-29,--,--,--,16.14,--,--,-0.92%,-0.150227,--,--,
2019-01-28,--,--,--,16.29,--,--,-1.25%,-0.206564,--,--,
2019-01-25,--,--,--,16.5,--,--,1.15%,0.187786,--,--,
2019-01-24,--,--,--,16.31,--,--,0.64%,0.103281,--,--,
2019-01-23,--,--,--,16.21,--,--,0.17%,0.028168,--,--,
2019-01-22,--,--,--,16.18,--,--,-1.99%,-0.328624,--,--,
2019-01-21,--,--,--,16.51,--,--,0.00%,--,--,--,
2019-01-18,--,--,--,16.51,--,--,0.98%,0.159618,--,--,
2019-01-17,--,--,--,16.35,--,--,0.75%,0.12206,--,--,
2019-01-16,--,--,--,16.22,--,--,-0.06%,-0.00939,--,--,
2019-01-15,--,--,--,16.23,--,--,1.89%,0.300456,--,--,
2019-01-14,--,--,--,15.93,--,--,-0.88%,-0.140839,--,--,
2019-01-11,--,--,--,16.07,--,--,-0.29%,-0.046946,--,--,
2019-01-10,--,--,--,16.12,--,--,0.29%,0.046946,--,--,
2019-01-09,--,--,--,16.07,--,--,0.71%,0.112671,--,--,
2019-01-08,--,--,--,15.96,--,--,0.95%,0.150227,--,--,
2019-01-07,--,--,--,15.81,--,--,0.96%,0.150228,--,--,
2019-01-04,--,--,--,15.66,--,--,4.38%,0.657247,--,--,
2019-01-03,--,--,--,15,--,--,-3.27%,-0.507019,--,--,
2019-01-02,--,--,--,15.51,--,--,0.49%,0.075114,--,--,
2018-12-31,--,--,--,15.44,--,--,0.67%,0.103282,--,--,
2018-12-28,--,--,--,15.33,--,--,-0.06%,-0.00939,--,--,
2018-12-27,--,--,--,15.34,--,--,6.59%,0.948313,--,--,
2018-12-24,--,--,--,14.39,--,--,-2.48%,-0.36618,--,--,
2018-12-21,--,--,--,14.76,--,--,-3.20%,-0.48824,--,--,
2018-12-20,--,--,--,15.25,--,--,-1.58%,-0.24412,--,--,
2018-12-19,--,--,--,15.49,--,--,-2.25%,-0.356791,--,--,
2018-12-18,--,--,--,15.85,--,--,0.66%,0.103281,--,--,
2018-12-17,--,--,--,15.75,--,--,-2.22%,-0.356791,--,--,
2018-12-14,--,--,--,16.1,--,--,-2.56%,-0.422514,--,--,
2018-12-13,--,--,--,16.53,--,--,0.06%,0.009389,--,--,
2018-12-12,--,--,--,16.52,--,--,0.86%,0.140838,--,--,
2018-12-11,--,--,--,16.37,--,--,0.29%,0.046946,--,--,
2018-12-10,--,--,--,16.33,--,--,1.05%,0.169006,--,--,
2018-12-07,--,--,--,16.16,--,--,-3.26%,-0.544575,--,--,
2018-12-06,--,--,--,16.7,--,--,0.62%,0.103281,--,--,
2018-12-05,--,--,--,16.6,--,--,0.00%,--,--,--,
2018-12-04,--,--,--,16.6,--,--,-3.76%,-0.647857,--,--,
2018-12-03,--,--,--,17.25,--,--,1.60%,0.272287,--,--,
2018-11-30,--,--,--,16.98,--,--,0.78%,0.13145,--,--,
2018-11-29,--,--,--,16.84,--,--,-0.28%,-0.046946,--,--,
2018-11-28,--,--,--,16.89,--,--,3.15%,0.516408,--,--,
2018-11-27,--,--,--,16.37,--,--,0.35%,0.056335,--,--,
2018-11-26,--,--,--,16.32,--,--,2.30%,0.366181,--,--,
2018-11-23,--,--,--,15.95,--,--,-0.70%,-0.112671,--,--,
2018-11-22,--,--,--,16.07,--,--,0.00%,--,--,--,
2018-11-21,--,--,--,16.07,--,--,0.77%,0.12206,--,--,
2018-11-20,--,--,--,15.94,--,--,-1.79%,-0.291067,--,--,
2018-11-19,--,--,--,16.23,--,--,-3.30%,-0.553965,--,--,
2018-11-16,--,--,--,16.79,--,--,-0.33%,-0.056335,--,--,
2018-11-15,--,--,--,16.84,--,--,1.82%,0.300455,--,--,
2018-11-14,--,--,--,16.54,--,--,-0.90%,-0.150227,--,--,
2018-11-13,--,--,--,16.69,--,--,0.06%,0.009389,--,--,
2018-11-12,--,--,--,16.68,--,--,-3.00%,-0.516408,--,--,
2018-11-09,--,--,--,17.2,--,--,-1.66%,-0.291067,--,--,
2018-11-08,--,--,--,17.49,--,--,-0.59%,-0.103281,--,--,
2018-11-07,--,--,--,17.6,--,--,3.08%,0.525797,--,--,
2018-11-06,--,--,--,17.07,--,--,0.72%,0.122061,--,--,
2018-11-05,--,--,--,16.95,--,--,-0.39%,-0.065725,--,--,
2018-11-02,--,--,--,17.01,--,--,-1.47%,-0.25351,--,--,
2018-11-01,--,--,--,17.27,--,--,1.43%,0.24412,--,--,
2018-10-31,--,--,--,17.02,--,--,2.37%,0.394348,--,--,
2018-10-30,--,--,--,16.63,--,--,1.43%,0.234731,--,--,
2018-10-29,--,--,--,16.39,--,--,-2.08%,-0.347402,--,--,
2018-10-26,--,--,--,16.74,--,--,0.91%,0.150229,--,--,
2018-10-25,--,--,--,16.59,--,--,0.00%,--,--,--,
2018-10-24,--,--,--,16.59,--,--,-4.59%,-0.798085,--,--,
2018-10-23,--,--,--,17.39,--,--,-0.32%,-0.056336,--,--,
2018-10-22,--,--,--,17.45,--,--,0.49%,0.084503,--,--,
2018-10-19,--,--,--,17.36,--,--,-0.16%,-0.028167,--,--,
2018-10-18,--,--,--,17.39,--,--,-2.27%,-0.403737,--,--,
2018-10-17,--,--,--,17.79,--,--,0.05%,0.009389,--,--,
2018-10-16,--,--,--,17.78,--,--,2.94%,0.507019,--,--,
2018-10-15,--,--,--,17.28,--,--,-1.24%,-0.215954,--,--,
2018-10-12,--,--,--,17.49,--,--,2.76%,0.469462,--,--,
2018-10-11,--,--,--,17.02,--,--,-1.15%,-0.197173,--,--,
2018-10-10,--,--,--,17.22,--,--,-4.48%,-0.807473,--,--,
2018-10-09,--,--,--,18.03,--,--,-0.36%,-0.065725,--,--,
2018-10-05,--,--,--,18.09,--,--,-1.23%,-0.225342,--,--,
2018-10-04,--,--,--,18.32,--,--,-1.91%,-0.356791,--,--,
2018-10-03,--,--,--,18.68,--,--,0.10%,0.018778,--,--,
2018-10-02,--,--,--,18.66,--,--,-0.20%,-0.037557,--,--,
2018-10-01,--,--,--,18.69,--,--,0.20%,0.037557,--,--,
2018-09-28,--,--,--,18.66,--,--,-0.05%,-0.009388,--,--,
2018-09-27,--,--,--,18.67,--,--,0.91%,0.169006,--,--,
2018-09-26,--,--,--,18.5,--,--,0.00%,--,--,--,
2018-09-25,--,--,--,18.5,--,--,0.15%,0.028167,--,--,
2018-09-24,--,--,--,18.47,--,--,0.26%,0.046946,--,--,
2018-09-21,--,--,--,18.42,--,--,-0.51%,-0.093892,--,--,
2018-09-20,--,--,--,18.52,--,--,1.03%,0.187784,--,--,
2018-09-19,--,--,--,18.33,--,--,-0.05%,-0.009388,--,--,
2018-09-18,--,--,--,18.34,--,--,0.77%,0.140837,--,--,
2018-09-17,--,--,--,18.2,--,--,-1.47%,-0.272287,--,--,
2018-09-14,--,--,--,18.47,--,--,-0.20%,-0.037557,--,--,
2018-09-13,--,--,--,18.51,--,--,0.97%,0.178395,--,--,
2018-09-12,--,--,--,18.33,--,--,-0.26%,-0.046946,--,--,
2018-09-11,--,--,--,18.37,--,--,0.82%,0.150228,--,--,
2018-09-10,--,--,--,18.22,--,--,0.21%,0.037557,--,--,
2018-09-07,--,--,--,18.19,--,--,-0.31%,-0.056336,--,--,
2018-09-06,--,--,--,18.24,--,--,-0.92%,-0.169006,--,--,
2018-09-05,--,--,--,18.41,--,--,-1.31%,-0.24412,--,--,
2018-09-04,--,--,--,18.66,--,--,-0.45%,-0.084503,--,--,
2018-08-31,--,--,--,18.74,--,--,0.20%,0.037557,--,--,
2018-08-30,--,--,--,18.7,--,--,-0.20%,-0.037557,--,--,
2018-08-29,--,--,--,18.74,--,--,1.17%,0.215952,--,--,
2018-08-28,--,--,--,18.53,--,--,0.15%,0.028169,--,--,
2018-08-27,--,--,--,18.5,--,--,0.92%,0.169005,--,--,
2018-08-24,--,--,--,18.33,--,--,0.98%,0.178396,--,--,
2018-08-23,--,--,--,18.15,--,--,-0.16%,-0.028169,--,--,
2018-08-22,--,--,--,18.18,--,--,0.36%,0.065725,--,--,
2018-08-21,--,--,--,18.11,--,--,0.36%,0.065725,--,--,
2018-08-20,--,--,--,18.05,--,--,-0.10%,-0.018779,--,--,
2018-08-17,--,--,--,18.06,--,--,0.05%,0.00939,--,--,
2018-08-16,--,--,--,18.06,--,--,0.26%,0.046946,--,--,
2018-08-15,--,--,--,18.01,--,--,-1.19%,-0.215952,--,--,
2018-08-14,--,--,--,18.22,--,--,0.57%,0.103281,--,--,
2018-08-13,--,--,--,18.12,--,--,-0.10%,-0.018778,--,--,
2018-08-10,--,--,--,18.14,--,--,-0.72%,-0.131449,--,--,
2018-08-09,--,--,--,18.27,--,--,0.00%,--,--,--,
2018-08-08,--,--,--,18.27,--,--,0.05%,0.009389,--,--,
2018-08-07,--,--,--,18.26,--,--,0.93%,0.169007,--,--,
2018-08-03,--,--,--,18.09,--,--,0.31%,0.056335,--,--,
2018-08-02,--,--,--,18.04,--,--,1.37%,0.24412,--,--,
2018-08-01,--,--,--,17.79,--,--,0.53%,0.093892,--,--,
2018-07-31,--,--,--,17.7,--,--,0.53%,0.093892,--,--,
2018-07-30,--,--,--,17.6,--,--,-1.42%,-0.253509,--,--,
2018-07-27,--,--,--,17.86,--,--,-1.40%,-0.25351,--,--,
2018-07-26,--,--,--,18.11,--,--,-1.38%,-0.253509,--,--,
2018-07-25,--,--,--,18.37,--,--,1.30%,0.234731,--,--,
2018-07-24,--,--,--,18.13,--,--,0.47%,0.084503,--,--,
2018-07-23,--,--,--,18.05,--,--,0.31%,0.056336,--,--,
2018-07-20,--,--,--,17.99,--,--,-0.10%,-0.018779,--,--,
2018-07-19,--,--,--,18.01,--,--,-0.47%,-0.084502,--,--,
2018-07-18,--,--,--,18.09,--,--,-0.21%,-0.037558,--,--,
2018-07-17,--,--,--,18.13,--,--,0.68%,0.12206,--,--,
2018-07-16,--,--,--,18.01,--,--,-0.26%,-0.046946,--,--,
2018-07-13,--,--,--,18.06,--,--,0.10%,0.018779,--,--,
2018-07-12,--,--,--,18.04,--,--,1.64%,0.291066,--,--,
2018-07-11,--,--,--,17.75,--,--,-0.47%,-0.084503,--,--,
2018-07-10,--,--,--,17.83,--,--,0.05%,0.009389,--,--,
2018-07-09,--,--,--,17.82,--,--,0.96%,0.169006,--,--,
2018-07-06,--,--,--,17.65,--,--,1.46%,0.25351,--,--,
2018-07-05,--,--,--,17.4,--,--,1.26%,0.215951,--,--,
2018-07-04,--,--,--,17.18,--,--,0.00%,--,--,--,
2018-07-03,--,--,--,17.18,--,--,-0.38%,-0.065724,--,--,
2018-06-29,--,--,--,17.25,--,--,0.11%,0.018778,--,--,
2018-06-28,--,--,--,17.23,--,--,0.94%,0.159617,--,--,
2018-06-27,--,--,--,17.07,--,--,-1.41%,-0.24412,--,--,
2018-06-26,--,--,--,17.31,--,--,0.44%,0.075114,--,--,
2018-06-25,--,--,--,17.24,--,--,-2.24%,-0.394347,--,--,
2018-06-22,--,--,--,17.63,--,--,-0.27%,-0.046946,--,--,
2018-06-21,--,--,--,17.68,--,--,-0.90%,-0.159618,--,--,
2018-06-20,--,--,--,17.84,--,--,0.74%,0.131449,--,--,
2018-06-19,--,--,--,17.71,--,--,-0.26%,-0.046946,--,--,
2018-06-18,--,--,--,17.76,--,--,-0.11%,-0.018778,--,--,
2018-06-15,--,--,--,17.77,--,--,-0.32%,-0.056335,--,--,
2018-06-14,--,--,--,17.83,--,--,1.06%,0.187784,--,--,
2018-06-13,--,--,--,17.64,--,--,-0.05%,-0.009389,--,--,
2018-06-12,--,--,--,17.65,--,--,0.59%,0.103281,--,--,
2018-06-11,--,--,--,17.55,--,--,0.21%,0.037558,--,--,
2018-06-08,--,--,--,17.51,--,--,0.00%,--,--,--,
2018-06-07,--,--,--,17.51,--,--,-0.80%,-0.140839,--,--,
2018-06-06,--,--,--,17.65,--,--,0.59%,0.103281,--,--,
2018-06-05,--,--,--,17.55,--,--,0.32%,0.056335,--,--,
2018-06-04,--,--,--,17.49,--,--,0.81%,0.14084,--,--,
2018-06-01,--,--,--,17.35,--,--,1.71%,0.291066,--,--,
2018-05-31,--,--,--,17.06,--,--,-0.11%,-0.018779,--,--,
2018-05-30,--,--,--,17.08,--,--,0.66%,0.112671,--,--,
2018-05-29,--,--,--,16.97,--,--,-0.50%,-0.084503,--,--,
2018-05-28,--,--,--,17.05,--,--,0.00%,--,--,--,
2018-05-25,--,--,--,17.05,--,--,0.22%,0.037557,--,--,
2018-05-24,--,--,--,17.01,--,--,-0.06%,-0.00939,--,--,
2018-05-23,--,--,--,17.02,--,--,0.89%,0.150228,--,--,
2018-05-22,--,--,--,16.87,--,--,0.34%,0.056336,--,--,
2018-05-18,--,--,--,16.82,--,--,-0.45%,-0.075114,--,--,
2018-05-17,--,--,--,16.89,--,--,-0.44%,-0.075114,--,--,
2018-05-16,--,--,--,16.97,--,--,0.67%,0.11267,--,--,
2018-05-15,--,--,--,16.85,--,--,-1.10%,-0.187783,--,--,
2018-05-14,--,--,--,17.04,--,--,0.17%,0.028167,--,--,
2018-05-11,--,--,--,17.01,--,--,-0.11%,-0.018778,--,--,
2018-05-10,--,--,--,17.03,--,--,1.00%,0.169006,--,--,
2018-05-09,--,--,--,16.86,--,--,1.13%,0.187784,--,--,
2018-05-08,--,--,--,16.68,--,--,-0.11%,-0.018778,--,--,
2018-05-07,--,--,--,16.69,--,--,0.79%,0.131449,--,--,
2018-05-04,--,--,--,16.56,--,--,1.91%,0.309845,--,--,
2018-05-03,--,--,--,16.25,--,--,0.00%,--,--,--,
2018-05-02,--,--,--,16.25,--,--,-0.57%,-0.093892,--,--,
2018-05-01,--,--,--,16.35,--,--,1.10%,0.178395,--,--,
2018-04-30,--,--,--,16.17,--,--,-0.75%,-0.12206,--,--,
2018-04-27,--,--,--,16.29,--,--,0.06%,0.009389,--,--,
2018-04-26,--,--,--,16.28,--,--,2.12%,0.338013,--,--,
2018-04-25,--,--,--,15.94,--,--,0.06%,0.009389,--,--,
2018-04-24,--,--,--,15.93,--,--,-2.08%,-0.338013,--,--,
2018-04-23,--,--,--,16.27,--,--,-0.29%,-0.046946,--,--,
2018-04-20,--,--,--,16.32,--,--,-1.53%,-0.253509,--,--,
2018-04-19,--,--,--,16.57,--,--,-0.84%,-0.140839,--,--,
2018-04-18,--,--,--,16.71,--,--,0.28%,0.046946,--,--,
2018-04-17,--,--,--,16.67,--,--,2.01%,0.328623,--,--,
2018-04-16,--,--,--,16.34,--,--,0.69%,0.112672,--,--,
2018-04-13,--,--,--,16.22,--,--,-0.40%,-0.065725,--,--,
2018-04-12,--,--,--,16.29,--,--,1.05%,0.169006,--,--,
2018-04-11,--,--,--,16.12,--,--,-0.46%,-0.075114,--,--,
2018-04-10,--,--,--,16.2,--,--,2.13%,0.338012,--,--,
2018-04-09,--,--,--,15.86,--,--,0.60%,0.093893,--,--,
2018-04-06,--,--,--,15.76,--,--,-2.38%,-0.384958,--,--,
2018-04-05,--,--,--,16.15,--,--,0.47%,0.075113,--,--,
2018-04-04,--,--,--,16.07,--,--,1.60%,0.25351,--,--,
2018-04-03,--,--,--,15.82,--,--,1.08%,0.169006,--,--,
2018-04-02,--,--,--,15.65,--,--,-2.91%,-0.469462,--,--,
2018-03-29,--,--,--,16.12,--,--,1.84%,0.291066,--,--,
2018-03-28,--,--,--,15.83,--,--,-1.06%,-0.169005,--,--,
2018-03-27,--,--,--,16,--,--,-3.29%,-0.544577,--,--,
2018-03-26,--,--,--,16.54,--,--,3.71%,0.591523,--,--,
2018-03-23,--,--,--,15.95,--,--,-2.58%,-0.422516,--,--,
2018-03-22,--,--,--,16.37,--,--,-2.46%,-0.413127,--,--,
2018-03-21,--,--,--,16.79,--,--,-0.50%,-0.084503,--,--,
2018-03-20,--,--,--,16.87,--,--,0.34%,0.056336,--,--,
2018-03-19,--,--,--,16.82,--,--,-2.24%,-0.384959,--,--,
2018-03-16,--,--,--,17.2,--,--,-0.16%,-0.028168,--,--,
2018-03-15,--,--,--,17.23,--,--,-0.11%,-0.018778,--,--,
2018-03-14,--,--,--,17.25,--,--,-0.11%,-0.018779,--,--,
2018-03-13,--,--,--,17.27,--,--,-1.13%,-0.197173,--,--,
2018-03-12,--,--,--,17.46,--,--,0.43%,0.075114,--,--,
2018-03-09,--,--,--,17.39,--,--,1.87%,0.319233,--,--,
2018-03-08,--,--,--,17.07,--,--,0.55%,0.093892,--,--,
2018-03-07,--,--,--,16.98,--,--,0.22%,0.037558,--,--,
2018-03-06,--,--,--,16.94,--,--,0.50%,0.084502,--,--,
2018-03-05,--,--,--,16.85,--,--,1.01%,0.169007,--,--,
2018-03-02,--,--,--,16.68,--,--,0.91%,0.150228,--,--,
2018-03-01,--,--,--,16.53,--,--,-1.51%,-0.25351,--,--,
2018-02-28,--,--,--,16.79,--,--,-0.67%,-0.11267,--,--,
2018-02-27,--,--,--,16.9,--,--,-1.26%,-0.215953,--,--,
2018-02-26,--,--,--,17.12,--,--,1.33%,0.225342,--,--,
2018-02-23,--,--,--,16.89,--,--,1.93%,0.319234,--,--,
2018-02-22,--,--,--,16.57,--,--,0.06%,0.009389,--,--,
2018-02-21,--,--,--,16.56,--,--,-0.28%,-0.046947,--,--,
2018-02-20,--,--,--,16.61,--,--,0.11%,0.01878,--,--,
2018-02-16,--,--,--,16.59,--,--,-0.34%,-0.056336,--,--,
2018-02-15,--,--,--,16.65,--,--,1.78%,0.291067,--,--,
2018-02-14,--,--,--,16.36,--,--,1.87%,0.300455,--,--,
2018-02-13,--,--,--,16.06,--,--,0.47%,0.075113,--,--,
2018-02-12,--,--,--,15.98,--,--,1.73%,0.272289,--,--,
2018-02-09,--,--,--,15.71,--,--,1.70%,0.262898,--,--,
2018-02-08,--,--,--,15.45,--,--,-4.19%,-0.676025,--,--,
2018-02-07,--,--,--,16.12,--,--,-1.27%,-0.206563,--,--,
2018-02-06,--,--,--,16.33,--,--,2.66%,0.422516,--,--,
2018-02-05,--,--,--,15.91,--,--,-3.97%,-0.657247,--,--,
2018-02-02,--,--,--,16.56,--,--,-2.05%,-0.347402,--,--,
2018-02-01,--,--,--,16.91,--,--,-0.72%,-0.122059,--,--,
2018-01-31,--,--,--,17.03,--,--,0.22%,0.037557,--,--,
2018-01-30,--,--,--,16.99,--,--,-0.82%,-0.14084,--,--,
2018-01-29,--,--,--,17.14,--,--,-0.49%,-0.084502,--,--,
2018-01-26,--,--,--,17.22,--,--,1.49%,0.253509,--,--,
2018-01-25,--,--,--,16.97,--,--,0.00%,--,--,--,
2018-01-24,--,--,--,16.97,--,--,-0.71%,-0.12206,--,--,
2018-01-23,--,--,--,17.09,--,--,0.83%,0.140839,--,--,
2018-01-22,--,--,--,16.95,--,--,1.01%,0.169006,--,--,
2018-01-19,--,--,--,16.78,--,--,0.39%,0.065724,--,--,
2018-01-18,--,--,--,16.71,--,--,0.00%,--,--,--,
2018-01-17,--,--,--,16.71,--,--,1.02%,0.169006,--,--,
2018-01-16,--,--,--,16.54,--,--,-0.28%,-0.046945,--,--,
2018-01-15,--,--,--,16.59,--,--,-0.06%,-0.00939,--,--,
2018-01-12,--,--,--,16.6,--,--,0.74%,0.12206,--,--,
2018-01-11,--,--,--,16.48,--,--,0.69%,0.112671,--,--,
2018-01-10,--,--,--,16.37,--,--,-0.23%,-0.037557,--,--,
2018-01-09,--,--,--,16.4,--,--,0.06%,0.009389,--,--,
2018-01-08,--,--,--,16.39,--,--,0.35%,0.056335,--,--,
2018-01-05,--,--,--,16.34,--,--,0.99%,0.159618,--,--,
2018-01-04,--,--,--,16.18,--,--,0.12%,0.018778,--,--,
2018-01-03,--,--,--,16.16,--,--,1.00%,0.159618,--,--,
2018-01-02,--,--,--,16,--,--,1.79%,0.281676,--,--,
2017-12-29,--,--,--,15.72,--,--,-0.71%,-0.112671,--,--,
2017-12-28,--,--,--,15.83,--,--,0.12%,0.018778,--,--,
2017-12-27,--,--,--,15.81,--,--,-0.53%,-0.084502,--,--,
2017-12-22,--,--,--,15.9,--,--,-0.12%,-0.018779,--,--,
2017-12-21,--,--,--,15.91,--,--,0.00%,--,--,--,
2017-12-20,--,--,--,15.91,--,--,-0.12%,-0.018778,--,--,
2017-12-19,--,--,--,15.93,--,--,-0.53%,-0.084503,--,--,
2017-12-18,--,--,--,16.02,--,--,0.71%,0.112671,--,--,
2017-12-15,--,--,--,15.91,--,--,1.26%,0.197174,--,--,
2017-12-14,--,--,--,15.71,--,--,-0.12%,-0.01878,--,--,
2017-12-13,--,--,--,15.73,--,--,0.18%,0.028168,--,--,
2017-12-12,--,--,--,15.7,--,--,-0.12%,-0.018778,--,--,
2017-12-11,--,--,--,15.72,--,--,0.72%,0.112671,--,--,
2017-12-08,--,--,--,15.6,--,--,0.48%,0.075115,--,--,
2017-12-07,--,--,--,15.53,--,--,0.36%,0.056335,--,--,
2017-12-06,--,--,--,15.47,--,--,0.43%,0.065723,--,--,
2017-12-05,--,--,--,15.41,--,--,0.06%,0.00939,--,--,
2017-12-04,--,--,--,15.4,--,--,-1.21%,-0.187784,--,--,
2017-12-01,--,--,--,15.59,--,--,-0.42%,-0.065725,--,--,
2017-11-30,--,--,--,15.65,--,--,0.85%,0.131449,--,--,
2017-11-29,--,--,--,15.52,--,--,-1.67%,-0.262898,--,--,
2017-11-28,--,--,--,15.78,--,--,0.24%,0.037556,--,--,
2017-11-27,--,--,--,15.75,--,--,-0.06%,-0.009389,--,--,
2017-11-24,--,--,--,15.76,--,--,0.36%,0.056335,--,--,
2017-11-23,--,--,--,15.7,--,--,0.00%,--,--,--,
2017-11-22,--,--,--,15.7,--,--,0.12%,0.018779,--,--,
2017-11-21,--,--,--,15.68,--,--,1.09%,0.169006,--,--,
2017-11-20,--,--,--,15.51,--,--,-0.06%,-0.009389,--,--,
2017-11-17,--,--,--,15.52,--,--,-0.42%,-0.065724,--,--,
2017-11-16,--,--,--,15.59,--,--,1.28%,0.197173,--,--,
2017-11-15,--,--,--,15.39,--,--,-0.49%,-0.075114,--,--,
2017-11-14,--,--,--,15.46,--,--,-0.36%,-0.056335,--,--,
2017-11-13,--,--,--,15.52,--,--,0.12%,0.018778,--,--,
2017-11-10,--,--,--,15.5,--,--,0.00%,--,--,--,
2017-11-09,--,--,--,15.5,--,--,-0.54%,-0.084502,--,--,
2017-11-08,--,--,--,15.59,--,--,0.42%,0.065724,--,--,
2017-11-07,--,--,--,15.52,--,--,0.06%,0.009389,--,--,
2017-11-06,--,--,--,15.51,--,--,0.30%,0.046946,--,--,
2017-11-03,--,--,--,15.46,--,--,0.92%,0.140839,--,--,
2017-11-02,--,--,--,15.32,--,--,-0.18%,-0.028169,--,--,
2017-11-01,--,--,--,15.35,--,--,0.00%,--,--,--,
2017-10-31,--,--,--,15.35,--,--,0.37%,0.056337,--,--,
2017-10-30,--,--,--,15.3,--,--,0.25%,0.037556,--,--,
2017-10-27,--,--,--,15.26,--,--,2.85%,0.422516,--,--,
2017-10-26,--,--,--,14.84,--,--,-0.25%,-0.037557,--,--,
2017-10-25,--,--,--,14.87,--,--,-0.38%,-0.056336,--,--,
2017-10-24,--,--,--,14.93,--,--,0.19%,0.028169,--,--,
2017-10-23,--,--,--,14.9,--,--,-0.69%,-0.103282,--,--,
2017-10-20,--,--,--,15,--,--,0.31%,0.046947,--,--,
2017-10-19,--,--,--,14.96,--,--,-0.38%,-0.056336,--,--,
2017-10-18,--,--,--,15.01,--,--,-0.13%,-0.018779,--,--,
2017-10-17,--,--,--,15.03,--,--,0.13%,0.018779,--,--,
2017-10-16,--,--,--,15.01,--,--,0.38%,0.056336,--,--,
2017-10-13,--,--,--,14.96,--,--,0.38%,0.056335,--,--,
2017-10-12,--,--,--,14.9,--,--,-0.19%,-0.028169,--,--,
2017-10-11,--,--,--,14.93,--,--,0.25%,0.037558,--,--,
2017-10-10,--,--,--,14.89,--,--,0.00%,--,--,--,
2017-10-06,--,--,--,14.89,--,--,0.13%,0.018778,--,--,
2017-10-05,--,--,--,14.87,--,--,0.96%,0.140838,--,--,
2017-10-04,--,--,--,14.73,--,--,0.06%,0.00939,--,--,
2017-10-03,--,--,--,14.72,--,--,0.26%,0.037557,--,--,
2017-10-02,--,--,--,14.68,--,--,0.00%,--,--,--,
2017-09-29,--,--,--,14.68,--,--,0.77%,0.11267,--,--,
2017-09-28,--,--,--,14.57,--,--,-0.06%,-0.009388,--,--,
2017-09-27,--,--,--,14.58,--,--,0.98%,0.140838,--,--,
2017-09-26,--,--,--,14.44,--,--,0.20%,0.028167,--,--,
2017-09-25,--,--,--,14.41,--,--,-1.10%,-0.159617,--,--,
2017-09-22,--,--,--,14.57,--,--,0.00%,--,--,--,
2017-09-21,--,--,--,14.57,--,--,-0.64%,-0.093892,--,--,
2017-09-20,--,--,--,14.67,--,--,-0.32%,-0.046946,--,--,
2017-09-19,--,--,--,14.71,--,--,0.19%,0.028168,--,--,
2017-09-18,--,--,--,14.68,--,--,-0.13%,-0.018779,--,--,
2017-09-15,--,--,--,14.7,--,--,0.32%,0.046946,--,--,
2017-09-14,--,--,--,14.66,--,--,-0.57%,-0.084502,--,--,
2017-09-13,--,--,--,14.74,--,--,0.13%,0.018778,--,--,
2017-09-12,--,--,--,14.72,--,--,0.26%,0.037557,--,--,
2017-09-11,--,--,--,14.68,--,--,1.10%,0.159616,--,--,
2017-09-08,--,--,--,14.53,--,--,-0.83%,-0.122059,--,--,
2017-09-07,--,--,--,14.65,--,--,0.19%,0.028167,--,--,
2017-09-06,--,--,--,14.62,--,--,0.32%,0.046946,--,--,
2017-09-05,--,--,--,14.57,--,--,-0.89%,-0.131449,--,--,
2017-09-01,--,--,--,14.7,--,--,-0.06%,-0.009389,--,--,
2017-08-31,--,--,--,14.71,--,--,0.97%,0.140838,--,--,
2017-08-30,--,--,--,14.57,--,--,1.17%,0.169006,--,--,
2017-08-29,--,--,--,14.4,--,--,0.46%,0.065725,--,--,
2017-08-28,--,--,--,14.34,--,--,0.26%,0.037557,--,--,
2017-08-25,--,--,--,14.3,--,--,-0.20%,-0.028167,--,--,
2017-08-24,--,--,--,14.33,--,--,-0.33%,-0.046946,--,--,
2017-08-23,--,--,--,14.37,--,--,-0.39%,-0.056335,--,--,
2017-08-22,--,--,--,14.43,--,--,1.52%,0.215952,--,--,
2017-08-21,--,--,--,14.22,--,--,-0.07%,-0.00939,--,--,
2017-08-18,--,--,--,14.22,--,--,-0.07%,-0.009389,--,--,
2017-08-17,--,--,--,14.23,--,--,-2.07%,-0.300456,--,--,
2017-08-16,--,--,--,14.53,--,--,0.19%,0.028168,--,--,
2017-08-15,--,--,--,14.51,--,--,0.00%,--,--,--,
2017-08-14,--,--,--,14.51,--,--,1.31%,0.187785,--,--,
2017-08-11,--,--,--,14.32,--,--,0.79%,0.112671,--,--,
2017-08-10,--,--,--,14.21,--,--,-2.20%,-0.319235,--,--,
2017-08-09,--,--,--,14.53,--,--,-0.13%,-0.018777,--,--,
2017-08-08,--,--,--,14.54,--,--,0.45%,0.065724,--,--,
2017-08-04,--,--,--,14.48,--,--,0.13%,0.018778,--,--,
2017-08-03,--,--,--,14.46,--,--,-0.39%,-0.056335,--,--,
2017-08-02,--,--,--,14.52,--,--,0.32%,0.046945,--,--,
2017-08-01,--,--,--,14.47,--,--,0.26%,0.037559,--,--,
